,评论,日期,评分,城市,昵称
13349,好，这是我至今为止看过的最好的中国动画片了，没有之一。终于不剽窃了，中于有自己的动画风了，情节终于丰满了，中午不再**了。。。哈哈哈,2018-08-04,5.0,深圳,PaQ728968621
13379,前面我觉得还好，后面突然就爆发的风力，觉得好牵强,2018-08-04,4.5,莆田,AVB346181185
13394,还可以！有档次,2018-08-04,4.5,厦门,兔子已成精lh
13409,谁说国漫不行的！！！除了欠我一个彩蛋！！！,2018-08-04,5.0,成都,黎倾玖
13424,不错，值得推荐，很有深度的电影，也很符合中国文化。,2018-08-04,4.5,杭州,稻草9033
13454,人物不够生动，故事有些虎头蛇尾，打不了高分。,2018-08-04,3.0,渭南,QHS658129293
13469,好看好看，有始有终，看得很爽。,2018-08-04,5.0,杭州,YXY768198552
13484,节奏太慢影响感光,2018-08-04,1.5,石狮,qul958276835
13499,还不错吧，支持国产动画片！,2018-08-04,4.0,成都,happy小好
13529,打起来带劲，深情起来戳心！此刻除了这句话真的没有更好的形容了！满分，必须满分！,2018-08-04,5.0,抚州,仙姜
13559,emmm暂且给个九分，给不了十分,2018-08-04,4.5,绍兴,DiuRabit
13574,相当于看了一场3d电子游戏。,2018-08-04,4.5,兰州,Tony8876543
13589,好看好看好看,2018-08-04,5.0,大石桥,謝無敵
13604,震撼牛逼拍得不错,2018-08-04,3.5,哈尔滨,kvK262791773
13619,国产动漫中的好作品，和大圣归来有一比，前半部非常搞笑，后半部非常感人。侠岚，中国的蜘蛛侠，超人。这样的片子多些，再多些。中国的孩子心中需要有本土的英雄。,2018-08-04,4.5,郑州,松子清茶
13634,真心好看，值得推荐,2018-08-04,5.0,成都,Crystal33894
13649,没去看，我弟弟看，说不错,2018-08-04,5.0,兰陵,hVG788973045
13679,"剧情丰富 画面感没我期待的那么惊艳！继续加油！若森数字。
",2018-08-04,5.0,深圳,cim286896948
13694,国漫的进步。,2018-08-04,5.0,南京,yAO187304784
13709,太好看了，十分感动,2018-08-04,5.0,烟台,多话的食人妖
13724,算是国产精品,2018-08-04,4.5,萍乡,无序300
13754,国产电影要熬出头,2018-08-04,5.0,珠海,散芒果
13769,"支持国漫
支持画江湖系列",2018-08-04,5.0,大连,sKH928643464
13784,好看已经三刷,2018-08-04,5.0,临沂,pyd330905965
13799,制作还算挺精美，剧情简单，儿童电影。,2018-08-04,3.5,泉州,LGL399536561
13814,"好看，挺逗的
蕴含中国传统文化",2018-08-04,5.0,松原,姽婳轻语
13829,比预想的好看，支持国产～,2018-08-04,5.0,邳州,eHj609823671
13844,确实值得一看,2018-08-04,4.5,石家庄,异次元的魔术师
13859,画风情感剧情都蛮不错的，整过过程很轻松，就是最后决战的时候有点虎头蛇尾，封印下没了。,2018-08-04,5.0,合肥,SVN374207920
13874,超级好看。。不够看。。,2018-08-04,5.0,安庆,积木池子
13889,好看好看好看,2018-08-04,5.0,兰州,妮…408
13904,不错，值得一看,2018-08-04,5.0,无锡,wangxun925
13919,好棒啊！超级棒！不辜负我对侠岚的期望！！国漫厉害了！不辜负我追了七年，支持！,2018-08-04,5.0,西安,锄禾7129
13934,挺感人，棒棒哒，若森必须支持,2018-08-04,5.0,广州,小群群405
13949,真的蛮好看的，整个电影院都在哭。很适合带大些的孩子去看。,2018-08-04,5.0,南昌,sbN160069473
13964,有笑亦有泪。,2018-08-04,5.0,秦皇岛,隐匿匿匿
13979,非常好，制作精良，不输外国大片,2018-08-04,5.0,贵阳,zquypb1
13994,我觉得这是我最近看到的最好的片儿了,2018-08-04,5.0,鞍山,nyH309191987
14024,还是可以，不过没想到是动画,2018-08-04,4.5,绵阳,pSu692617913
14039,我的老师真nb,2018-08-04,4.5,成都,ktG543514513
14054,"男主自会双目真的是莫名其妙。不过有画江湖的影子，人未尽，杯莫停。
两段rap配乐是败笔。
国产良心cg动画。
搞笑中有一丝猥琐，然后又有点凄美，是若森的风格。",2018-08-04,4.0,上海,QrF311072941
14084,超级喜欢，画风很赞，故事看完很有感触。边江大大和路老师以及其他配音小可爱的配音还是超级好～,2018-08-04,5.0,泗洪,aES453026661
14099,"太完美的结局反而不完美
观众能猜出主角下一步想干什么
但是，支持国漫，画风很好",2018-08-04,4.5,云阳,温缃
14114,一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般,2018-08-04,5.0,北京,wzq404602497
14174,还行吧 就那样,2018-08-04,3.5,石家庄,zz快乐小妞
14189,太好看了吧😭 😭 😭 😭 😭 😭 ,2018-08-04,5.0,昆明,！1529
14204,泪点满满，特效爆炸，中国动漫有希望，以后谁敢说中国动漫辣鸡！,2018-08-04,5.0,顺德,dYB670443492
14219,不错 从画面到音乐都很好 剧情也很连贯 而且笑点很多也不尬 后面也很感人很热血 喜欢 不过还是觉得后面打饕鬄那段太快了 有点紧凑,2018-08-04,4.5,赣州,MIAO_峰景
14234,感觉侠岚被削了，打个假叶还费了半条命,2018-08-04,4.5,石狮,WIX437132084
14249,力顶国漫，融入中国风，良心制作。虽为搁浅蛟龙，但总会扶摇直上。祝中国动漫越来越好！,2018-08-04,5.0,晋城,终不离兮862
14264,很好看的电影，大爱母爱情爱等都有体现,2018-08-04,5.0,乌鲁木齐,JgJ514825360
14279,笑点泪点兼具！！国漫真的崛起了，有剧情有三观，八月影片密集的情况下还能得这么高的分已经说明了一切！！强推！,2018-08-04,5.0,武汉,要吃盐酥鸡的小七
14294,一直支持，很燃，好感人的,2018-08-04,5.0,吕梁,洛生827
14309,国产动画 终于看得过去了,2018-08-04,4.5,重庆,zxg654516385
14324,电影很好的强调了侠岚精神,2018-08-04,4.5,深圳,gUR858158170
14339,情节紧凑，故事叙述比较完整,2018-08-04,5.0,北京,gem00111
14354,很好看  动画作的也很不错,2018-08-04,4.5,北京,peacefire
14369,要是最后的打斗还能更精彩一些就好了,2018-08-04,4.5,广州,ioA163425760
14384,真的不错的，无论是故事还是情节之间的衔接，包括抒情部分和斗争部分还有喜剧部分都安排得刚好，不过分。其次就是有很多经典的东西，列如一些BGM用的是世界著名曲目野蜂飞舞，还有我们中国的诗经关雎，以及一些我们周围生活的东西，所以推荐!,2018-08-04,5.0,信宜,Ttl352126430
14399,给个赞，不错的,2018-08-04,5.0,芜湖,FzE938838477
14414,推荐侠岚迷去看！也很适合新萌去看！画面精美，剧情精彩！,2018-08-04,5.0,赤峰,囡囡9981
14444,这电影炒鸡好看，看的都泪目了，旁边的姐姐一直在哭，想看的朋友赶紧买票,2018-08-04,5.0,深圳,Mr.Li9497
14459,很好的国漫   剧情挺好  喜欢,2018-08-04,5.0,铜仁,ngu489645772
14474,主人公妈妈为了他的眼睛复明变成罗刹 他为什么又要自废双眼/ 假叶一个人打侠岚六七个也绰绰有余 为什么要借饕餮之手干掉侠岚 摧毁大地/风语咒的魔力在哪里 主人公怎么就把掉下去的陀螺吸过来了 然后通过风？把饕餮又吸进陀螺了？,2018-08-04,2.5,桐城,MONGOL800474
14489,这部电影是真的皮。,2018-08-04,5.0,贵阳,争做五好新青年
14519,还不错，感觉结局有点仓促。,2018-08-04,4.0,咸阳,XSg119592936
14534,强烈推荐大家观看国产动漫良心剧作风语咒,2018-08-04,5.0,郑州,就图
14564,"还可以
比肆式青春好看",2018-08-04,3.5,合肥,阮阮709
14579,画风还行，就是剧情不是很好,2018-08-04,2.5,北京,金波6937
14594,很好看，我喜，语言很搞笑欢,2018-08-04,5.0,白山,fpy231010090
14609,说实话我一开始是来看高清版侠岚的，但是整个影片给我的感觉是非常惊艳，可能是因为我一开始并没有对这部电影抱有太大期望的原因，建模的精致程度一般，有几个镜头的渲染程度也不到位，国产3d动画电影的通病，前一个镜头场面做的非常好，下一个镜头很粗糙就非常容易出戏，这个现象在辗迟第一次登场的时候非常明显，但是这段也是整部影片的第一个燃点，配乐非常不错，流畅的动作加上光污染，看着非常过瘾，真庆幸这次他们没有喊技能名字，火离水坎什么的，剧情虽然老套，但主题非常不错，亲情和爱情，声优的表现是一个亮点，没什么违和感，听起来很舒服，片中的几个插曲也比较不错，和剧情很搭，比大圣那个飞一样的感觉强多了，吹爆，写不下了啊,2018-08-04,5.0,长春,Gzk281210746
14624,很不错，画风很好，但是，boss被秒的太快了,2018-08-04,5.0,深圳,YtM265158840
14639,挺良心的国产动画电影,2018-08-04,5.0,石狮,无某人405
14654,一般一般一般,2018-08-04,2.5,景德镇,YiWen824
14699,在我的记忆里，除了邪恶，就只剩你了。,2018-08-04,5.0,合肥,苏苏可爱嘛
14714,一般的微妙…,2018-08-04,5.0,汉中,氓218
14729,孩子配音不好，其他可以,2018-08-04,5.0,杭州,木叶汐
14744,生命换愿望这个点很不错，还挺感动的。,2018-08-04,5.0,广州,sunny
14759,好看好看好看,2018-08-04,5.0,成都,GNV889629465
14789,还可以，故事情节比较衔接。,2018-08-04,4.5,邯郸,AsU599149776
14804,非常好的国产动漫～虽然不能说是顶级，从剧情，意义，情感，效果，场面，都很不错。适合大部分年龄观众，有对亲情的强调与回归，有村民的淳朴与善良，有英雄的呼唤，有生活的恬淡，既有对人们把握初心，追逐梦想的勉励。又有对孩子孝亲的教育和引导。有娱乐气息而不用力过度，有现实意义而又不生硬。大片强任强，且听风语，轻抚守护大地,2018-08-04,4.5,天津,eFX684450084
14819,搞笑   感动并存,2018-08-04,5.0,苏州,super春阳
14834,挺值得看，最后阿兰的片尾曲真好听,2018-08-04,4.5,如皋,hBd755230193
14878,觉得不好看能退钱么,2018-08-04,0.5,绍兴,赵富贵12138
14879,太垃圾了，还抄袭别人的梗，还明显,2018-08-04,0.5,上海,bsu52427870
14909,不错不错，只是想支持一下国漫，没想到出乎意料的好看！剧情无需过多要求，笑料不断，画风成熟，动作流畅，诚意推荐！,2018-08-04,4.0,福州,Ab4268
14924,跟儿子一起看的，挺好，感动，爸爸守护着家人，妈妈守护着儿子，儿子守护着爸妈，一家人如此甚好,2018-08-04,5.0,昆山,菜菜8112
14939,挺好看的 很励志,2018-08-04,4.0,六安,高楞君君
14954,看之前看了一些差评，不抱希望，纯属陪小朋友去看，看完后觉得绝对有9分，比同期也在9分的某部喜剧精彩多了，小朋友还想再看一遍。,2018-08-04,4.5,广州,XaL742613907
14969,好看，带弟弟一起去的。由侠岚导入，情节扣人心弦，爱情、亲情，有笑点也有泪点，总之，我觉得很好，很成功，看完了都觉得不够！,2018-08-04,5.0,桂林,yl何事秋风悲画扇
