公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,工作年限,经验,salary,月薪
深圳市铱硙医疗科技有限公司,脑医生,15-50人,A轮,罗湖区,PHP工程师,3-5年,本科,8k-16k,"云平台,PHP前端,数据库","['3', '5']",4.0,"['8', '16']",10.0
深圳希玛林顺潮眼科医院有限公司,深圳希玛林顺潮眼科医院,150-500人,未融资,福田区,PHP程序开发,1-3年,大专,6k-10k,"五险一金,周末双休,高温补贴,提供食宿","['1', '3']",2.0,"['6', '10']",7.0
深圳壹麦相承技术有限公司,壹麦相承,少于15人,天使轮,龙华新区,PHP程序开发,1-3年,本科,8k-12k,"行业前景好,团队氛围好,五险一金,员工福利","['1', '3']",2.0,"['8', '12']",9.0
深圳爱玩网络科技股份有限公司,爱玩网络,150-500人,上市公司,南山区,PHP开发工程师,1-3年,大专,10k-15k,"五险一金,员工旅游,节日福利,年终分红","['1', '3']",2.0,"['10', '15']",11.25
深圳市东方博雅科技有限公司,博雅互动,500-2000人,上市公司,南山区,助理PHP开发工程师,1-3年,本科,8k-12k,"上市公司,六险一金,免费班车,餐补","['1', '3']",2.0,"['8', '12']",9.0
深圳市亿天联科技有限公司,亿天联科技有限公司,50-150人,不需要融资,龙岗区,PHP工程师,3-5年,大专,10k-16k,"五险一金,带薪年假,生日会,下午茶","['3', '5']",4.0,"['10', '16']",11.5
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,龙岗区,PHP（马尼拉）,3-5年,本科,15k-30k,"年终三十天,提供食宿,海外经历,年终奖金","['3', '5']",4.0,"['15', '30']",18.75
深圳可链科技有限公司,可链科技,50-150人,A轮,南山区,PHP研发工程师,3-5年,本科,12k-22k,"五险一金,技术大牛,团建出游,下午茶零食","['3', '5']",4.0,"['12', '22']",14.5
深圳车盒子科技有限公司,深圳车盒子科技有限公司,15-50人,不需要融资,南山区,PHP开发工程师,1-3年,本科,8k-10k,"五险一金,带薪年假,年底双薪,节日福利","['1', '3']",2.0,"['8', '10']",8.5
深圳市环球易购电子商务有限公司,环球易购,2000人以上,上市公司,南山区,PHP开发工程师,不限,大专,20k-40k,PHP,[],0.0,"['20', '40']",25.0
亿达信息技术（深圳）有限公司,YIDATEC,2000人以上,不需要融资,南山区,PHP开发,1-3年,大专,10k-12k,"六险一金,周末双休,免费班车,免费早餐","['1', '3']",2.0,"['10', '12']",10.5
深圳市万事富科技有限公司,找靓机网,150-500人,B轮,福田区,高级php开发工程师,5-10年,大专,25k-40k,"优秀团队,平台大","['5', '10']",7.5,"['25', '40']",28.75
誇克鏈科技有限公司,夸克链,150-500人,天使轮,南山区,PHP开发工程师,3-5年,本科,15k-25k,"高薪,福利优越,奖金丰厚,国际团队","['3', '5']",4.0,"['15', '25']",17.5
深圳市爱乐墨科技有限公司,乐墨科技,少于15人,不需要融资,南山区,PHP工程师,3-5年,本科,10K-20K,"全新平台,行业领先","['3', '5']",4.0,"['10', '20']",12.5
深圳点通宝科技有限公司,点通宝,500-2000人,不需要融资,龙华新区,PHP开发工程师,3-5年,本科,6k-10k,"PHP,开发工程师","['3', '5']",4.0,"['6', '10']",7.0
深圳前海永利隆众贷金融服务股份有限公司,永利隆,15-50人,天使轮,福田区,php开发工程师,1-3年,大专,8k-12k,国家规定节假日、朝九晚六、周末双休,"['1', '3']",2.0,"['8', '12']",9.0
深圳市博悦科创科技有限公司,博悦科创,500-2000人,不需要融资,南山区,PHP开发,3-5年,大专,10k-15k,"五险一金,旅游,体检,年终奖","['3', '5']",4.0,"['10', '15']",11.25
上海提捺信息科技有限公司,上海提捺信息科技有限公司,500-2000人,不需要融资,宝安区,PHP开发工程师,3-5年,大专,15k-25k,"带薪年假,餐房补贴,年终奖励,出国机会","['3', '5']",4.0,"['15', '25']",17.5
深圳市财富万方信息技术有限公司,财富万方,15-50人,不需要融资,福田区,PHP,1-3年,本科,7k-14k,成长速度超快,"['1', '3']",2.0,"['7', '14']",8.75
深圳市五谷网络科技有限公司,大丰收DFS168.com,150-500人,C轮,南山区,高级PHP,3-5年,本科,10k-20k,"薪资福利高,氛围好","['3', '5']",4.0,"['10', '20']",12.5
北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,福田区,PHP开发工程师,3-5年,本科,10k-15k,"五险一金,年终奖,餐补,加班补贴","['3', '5']",4.0,"['10', '15']",11.25
深圳市百米生活股份有限公司,百米生活,150-500人,B轮,龙华新区,PHP开发工程师,3-5年,大专,10k-18k,"完善福利,带薪年假,五险一金,周末双休","['3', '5']",4.0,"['10', '18']",12.0
深圳市银河表计股份有限公司,银河表计,150-500人,不需要融资,南山区,PHP开发工程师,1-3年,本科,8k-13k,"工作挑战性,发展空间大,调薪机会多,年终奖丰厚","['1', '3']",2.0,"['8', '13']",9.25
上运车物联网科技（深圳）有限公司,上运车,少于15人,天使轮,南山区,PHP开发工程师,1-3年,大专,10k-20k,"股票期权,年终分红,弹性工作时,技术氛围浓","['1', '3']",2.0,"['10', '20']",12.5
深圳市城峯科技发展有限公司,城峯科技,少于15人,不需要融资,龙岗区,PHP开发工程师,1-3年,不限,10k-12k,"五险一金,双休,技术氛围,制度严格","['1', '3']",2.0,"['10', '12']",10.5
深圳市时代万网科技有限公司,时代万网,15-50人,不需要融资,龙华新区,PHP工程师,1-3年,大专,8k-15k,"环境好,待遇好","['1', '3']",2.0,"['8', '15']",9.75
维拓客科技（深圳）有限公司,维拓客科技（深圳）有限公司,50-150人,未融资,南山区,PHP开发工程师,1-3年,本科,8k-15k,"周末双休,五险一金,绩效奖金,定期体检","['1', '3']",2.0,"['8', '15']",9.75
深圳市五谷网络科技有限公司,大丰收DFS168.com,150-500人,C轮,南山区,高级PHP工程师,3-5年,本科,10k-20k,氛围愉悦，发展空间大，国家政策支持,"['3', '5']",4.0,"['10', '20']",12.5
云易恒基科技（深圳）有限公司,云易恒基,150-500人,不需要融资,南山区,PHP开发（易直帮）,3-5年,大专,14k-20k,周末双休,"['3', '5']",4.0,"['14', '20']",15.5
深圳市中科新业信息科技发展有限公司,中科新业,50-150人,未融资,南山区,PHP软件工程师,3-5年,本科,10k-20k,项目奖金 周末双休,"['3', '5']",4.0,"['10', '20']",12.5
深圳市明源云采购电子商务有限公司,明源云链,2000人以上,上市公司,南山区,PHP开发工程师,3-5年,大专,12k-22k,"牛人多,成长快,六险一金,弹性上班","['3', '5']",4.0,"['12', '22']",14.5
深圳市聚店无忧网络科技有限公司,聚店,50-150人,未融资,福田区,PHP开发工程师,1-3年,不限,8k-12k,"地铁口,待遇好,不加班,美女多","['1', '3']",2.0,"['8', '12']",9.0
深圳凯撒网络科技有限公司,凯撒文化,500-2000人,上市公司,南山区,高级PHP开发工程师,5-10年,本科,15k-30k,"上市公司,发展潜力大,领导好,公司氛围好","['5', '10']",7.5,"['15', '30']",18.75
万兴科技股份有限公司,万兴科技股份有限公司,150-500人,上市公司,南山区,高级PHP开发工程师,3-5年,本科,15k-30k,"平台大,待遇优,机会多","['3', '5']",4.0,"['15', '30']",18.75
深圳市迷你玩科技有限公司,迷你玩,50-150人,B轮,南山区,PHP开发工程师,3-5年,大专,15k-30k,"领导好,氛围好,平台好,下午茶","['3', '5']",4.0,"['15', '30']",18.75
深圳市凯迪克文化传播有限公司,孩宝小镇,150-500人,不需要融资,宝安区,PHP开发工程师,3-5年,大专,10k-15k,"五险一金,年终奖金,年度旅游,绩效奖金","['3', '5']",4.0,"['10', '15']",11.25
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,PHP工程师,3-5年,本科,13k-26k,"年终奖,每天下午茶,弹性工作制,旅游","['3', '5']",4.0,"['13', '26']",16.25
深圳市俊高科技有限公司,俊高科技,15-50人,未融资,龙华新区,PHP研发工程师,1-3年,本科,8k-10k,"一天7小时,双休,创业股份,学习机会","['1', '3']",2.0,"['8', '10']",8.5
深圳市三只小熊科技有限公司,未来游戏,150-500人,不需要融资,南山区,PHP开发工程师,3-5年,本科,10k-20k,"技术氛围,项目奖金,年底分红,弹性时间","['3', '5']",4.0,"['10', '20']",12.5
深圳市中联保商业软件有限公司,中联保,15-50人,未融资,南山区,PHP,1-3年,大专,9k-15k,周末双休、弹性工作制、年底双薪、绩效奖金,"['1', '3']",2.0,"['9', '15']",10.5
深圳智享互联科技有限公司,Smarter,15-50人,A轮,南山区,PHP工程师,1-3年,本科,8K-10K,"带薪年假,餐房补贴,年终奖励,出国旅游","['1', '3']",2.0,"['8', '10']",8.5
深圳翎云思创网络科技有限公司,深圳翎云思创网络科技有限公司,15-50人,未融资,龙华新区,PHP工程师,1-3年,本科,10k-20k,发展前景大,"['1', '3']",2.0,"['10', '20']",12.5
深圳市明源云采购电子商务有限公司,明源云链,2000人以上,上市公司,南山区,PHP高级开发工程师,3-5年,本科,16k-22k,"技术导向,牛人多,氛围赞,扁平管理","['3', '5']",4.0,"['16', '22']",17.5
深圳市亚来网络技术有限公司,亚来,15-50人,A轮,南山区,PHP开发工程师,1-3年,本科,10k-15k,"领导耐撕,双休,气氛融洽,晋升空间大","['1', '3']",2.0,"['10', '15']",11.25
深圳市恒泰德电子商务有限公司,恒泰德,150-500人,未融资,南山区,PHP程序员、PHP开发工程师,5-10年,大专,8k-15k,"环境好,福利待遇好,节假日福利","['5', '10']",7.5,"['8', '15']",9.75
深圳市辣妈帮科技有限公司,辣妈帮,500-2000人,D轮及以上,南山区,高级PHP开发工程师,5-10年,本科,16k-22k,"成长快速,晋升快,花式福利,年底双薪","['5', '10']",7.5,"['16', '22']",17.5
深圳搜机网科技有限公司,深圳搜机网科技有限公司,50-150人,未融资,宝安区,PHP工程师,3-5年,本科,10k-13k,"股权激励,户外活动,五险一金,下午茶","['3', '5']",4.0,"['10', '13']",10.75
深圳前海优财网络科技有限公司,优财科技,15-50人,未融资,福田区,PHP开发工程师,3-5年,大专,10k-15k,"五险一金,带薪年假,双休福利好,发展空间大","['3', '5']",4.0,"['10', '15']",11.25
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,光明新区,PHP工程师（马尼拉）,3-5年,大专,15k-30k,"年终奖金,报销机票,提供食宿,海外工作","['3', '5']",4.0,"['15', '30']",18.75
深圳市公狼网络科技有限公司,公狼网络,500-2000人,未融资,龙岗区,PHP高级工程师,3-5年,本科,15k-20k,"包住宿,餐补,五险一金,年底双薪","['3', '5']",4.0,"['15', '20']",16.25
深圳找份工作科技有限公司,白熊事务所,15-50人,天使轮,南山区,资深PHP工程师,3-5年,不限,18k-25k,"平台大,零食水果,不打卡","['3', '5']",4.0,"['18', '25']",19.75
深圳市广仁德科技有限公司,广仁德,50-150人,不需要融资,宝安区,PHP开发工程师,不限,大专,6k-8k,"五险一金,年终奖金,团队活跃,员工旅游",[],0.0,"['6', '8']",6.5
บริษัท สกายไลน์ อินโฟ เทคโนโลยีส,天旭国际,15-50人,不需要融资,南山区,PHP开发工程师（泰国）,3-5年,大专,15k-30k,"薪酬福利好,公司气氛好,长假多,工作兼旅游","['3', '5']",4.0,"['15', '30']",18.75
深圳市华驰信息技术有限公司,华驰信息,50-150人,未融资,龙华新区,PHP开发（中级）,1-3年,大专,15k-18k,"奖金丰厚,五险一金,扁平化管理,提供食宿","['1', '3']",2.0,"['15', '18']",15.75
深圳市易佰网络科技有限公司,易佰网络科技,500-2000人,B轮,龙华新区,高级PHP开发工程师,3-5年,大专,12k-24k,"ERP开发,程序员,PHP,免费班车","['3', '5']",4.0,"['12', '24']",15.0
爱享叁陆伍网络技术有限公司,爱享365,50-150人,不需要融资,南山区,php开发工程师,5-10年,本科,15k-25k,"互联网,电商,大平台,美女多","['5', '10']",7.5,"['15', '25']",17.5
深圳市百思易科技有限公司,百思易,少于15人,天使轮,南山区,PHP开发,1-3年,大专,10K-15K,"五险一金,带薪休假汽车行业管理系统","['1', '3']",2.0,"['10', '15']",11.25
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,光明新区,PHP（马尼拉）,3-5年,大专,15k-30k,"十三薪,年假三十天,提供食宿,海外经历","['3', '5']",4.0,"['15', '30']",18.75
深圳市明源云采购电子商务有限公司,明源云链,2000人以上,上市公司,南山区,PHP高级开发工程师,5-10年,大专,15k-25k,"牛人多,成长快,六险一金,弹性上班","['5', '10']",7.5,"['15', '25']",17.5
深圳市德博思信息技术有限公司,德博思,15-50人,未融资,南山区,PHP开发工程师,1-3年,大专,6k-10k,"升职加薪,学习成长,开心工作,和谐发展","['1', '3']",2.0,"['6', '10']",7.0
深圳市利朗达科技有限公司,利朗达,500-2000人,B轮,龙华新区,PHP工程师,1-3年,不限,12k-18k,"年终奖金,优惠用餐,全勤工龄奖","['1', '3']",2.0,"['12', '18']",13.5
海南高灯科技有限公司,高灯科技,150-500人,不需要融资,南山区,高级PHP开发工程师,3-5年,本科,18k-35k,"腾讯团队,含金量高,双休,地铁口","['3', '5']",4.0,"['18', '35']",22.25
深圳市电陶思创科技有限公司,深智云,50-150人,A轮,宝安区,中级php开发工程师,1-3年,本科,8k-15k,"大牛多,前景好,氛围棒,模式清晰","['1', '3']",2.0,"['8', '15']",9.75
深圳市铭汇网商贸有限公司,铭汇网商贸,15-50人,未融资,罗湖区,php工程师,1-3年,大专,5k-8k,"有责任,下午茶","['1', '3']",2.0,"['5', '8']",5.75
深圳兰帕德策划设计有限公司,兰帕德设计机构,50-150人,不需要融资,南山区,PHP开发工程师,3-5年,大专,7k-14k,五险一金,"['3', '5']",4.0,"['7', '14']",8.75
深圳潮温互联网技术有限公司,潮温科技,50-150人,不需要融资,福田区,PHP开发工程师,3-5年,大专,10k-20k,"五险一金,周末双休,包住宿,年终分红","['3', '5']",4.0,"['10', '20']",12.5
深圳十分到家服务科技有限公司,十分到家,500-2000人,A轮,南山区,PHP工程师,3-5年,本科,12k-20k,"大平台,氛围好,晋升空间","['3', '5']",4.0,"['12', '20']",14.0
深圳市洛克婚戒网络科技有限公司,LOCK LOVE,50-150人,不需要融资,罗湖区,PHP开发经理,3-5年,本科,15k-20k,管理权限,"['3', '5']",4.0,"['15', '20']",16.25
深圳市美美天成科技有限公司,美美天成,15-50人,不需要融资,福田区,PHP开发工程师,1-3年,本科,6k-10k,"包住,民主氛围,吃货福利,5A写字楼","['1', '3']",2.0,"['6', '10']",7.0
深圳市三牛犇科技有限公司,三牛犇科技,15-50人,A轮,南山区,PHP开发工程师,3-5年,本科,10k-15k,岗位晋升 绩效奖金 只要你牛薪资可面谈,"['3', '5']",4.0,"['10', '15']",11.25
风变科技（深圳）有限公司,熊猫书院,50-150人,A轮,南山区,PHP开发工程师,3-5年,本科,18k-30k,"技术氛围浓,优雅代码,注重体验,行业风口","['3', '5']",4.0,"['18', '30']",21.0
上海酷萌网络科技有限公司,酷萌网络（LNI技术有限公司）,500-2000人,不需要融资,南山区,Php开发工程师（海外）,3-5年,大专,20k-30k,"税后工资,海外经历,包吃住,跨国集团","['3', '5']",4.0,"['20', '30']",22.5
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,坪山新区,PHP（马尼拉）,3-5年,大专,15k-30k,"年终奖金,海外经历,年假三十天,提供食宿","['3', '5']",4.0,"['15', '30']",18.75
深圳市驱动人生科技股份有限公司,驱动人生,50-150人,上市公司,南山区,php工程师,3-5年,大专,9k-12k,"行业标杆,平台稳定,发展前景好,晋升空间大","['3', '5']",4.0,"['9', '12']",9.75
深圳易找房信息技术有限公司,易找房,少于15人,天使轮,南山区,PHP工程师,3-5年,本科,5K-10K,"合伙人计划,股权激励,年度分红,五险一金","['3', '5']",4.0,"['5', '10']",6.25
深圳胜军科技有限公司,胜军,少于15人,不需要融资,南山区,php开发工程师,3-5年,大专,10K-20K,带薪年假 年底双薪 五险一金 全勤奖,"['3', '5']",4.0,"['10', '20']",12.5
深圳华强聚丰电子科技有限公司,华强聚丰电子,150-500人,A轮,福田区,PHP工程师/PHP架构师,1-3年,大专,10k-15k,平台,"['1', '3']",2.0,"['10', '15']",11.25
深圳前海未来动力网络科技有限公司,前海未来动力,50-150人,不需要融资,南山区,php开发工程师,1-3年,本科,10K-15K,"五险一金,加班补贴,职业晋升","['1', '3']",2.0,"['10', '15']",11.25
深圳一站车信息科技有限公司,一站车,少于15人,未融资,南山区,PHP 工程师,1-3年,大专,6k-12k,"自主开发,福利好,工作轻松,年轻团队","['1', '3']",2.0,"['6', '12']",7.5
深圳超值保科技有限公司,超值保,15-50人,不需要融资,南山区,PHP开发工程师,3-5年,本科,13k-25k,"双休,年终奖,福利","['3', '5']",4.0,"['13', '25']",16.0
深圳市智淘网络有限公司,智淘,15-50人,不需要融资,南山区,PHP开发工程师,3-5年,本科,13k-26k,氛围好+晋升空间大,"['3', '5']",4.0,"['13', '26']",16.25
深圳前海洋仆淘电子商务有限公司,YoungPort,50-150人,未融资,宝安区,PHP工程师,3-5年,本科,10k-13k,"五险一金,户外活动,股权激励,下午茶","['3', '5']",4.0,"['10', '13']",10.75
深圳市新星河网络技术开发有限公司,新星河网络科技公司,15-50人,未融资,罗湖区,PHP开发工程师,3-5年,本科,15k-20k,"高薪诚聘,五险一金,分红奖金,带薪旅游","['3', '5']",4.0,"['15', '20']",16.25
深圳市衣锦未来科技有限公司,衣锦未来,15-50人,未融资,福田区,PHP开发工程师,1-3年,本科,8k-15k,"弹性上班,年轻团队,时尚行业","['1', '3']",2.0,"['8', '15']",9.75
深圳大开信息咨询服务有限公司,大开信息,50-150人,未融资,龙华新区,PHP开发工程师,1-3年,大专,6k-9k,"周末双休,五险一金","['1', '3']",2.0,"['6', '9']",6.75
深圳市合易网络技术有限公司,合易网络,150-500人,A轮,南山区,PHP应届生,应届毕业生,大专,4k-6k,"上班自由,学习机会多",[],0.0,"['4', '6']",4.5
广东飞亚通信股份有限公司,飞亚股份,15-50人,未融资,宝安区,php开发工程师,1-3年,大专,8k-13k,PHP,"['1', '3']",2.0,"['8', '13']",9.25
深圳市久顺源科技有限公司,深圳市久顺源科技有限公司,15-50人,不需要融资,龙岗区,PHP开发工程师,3-5年,大专,8k-15k,"五险一金,带薪年假,节日福利,公司旅游","['3', '5']",4.0,"['8', '15']",9.75
深圳市重拾科技有限公司,枫帝科技公司,15-50人,未融资,宝安区,诚招有经验的PHP,3-5年,本科,10k-15k,"五险一金,绩效奖金,带薪年假,节日福利","['3', '5']",4.0,"['10', '15']",11.25
深圳星融信息科技有限公司,星融科技,15-50人,天使轮,福田区,PHP开发工程师,1-3年,本科,8k-15k,"成长快,福利优厚","['1', '3']",2.0,"['8', '15']",9.75
深圳智通财经信息科技服务有限公司,智通财经,50-150人,A轮,福田区,php开发工程师,3-5年,大专,12k-18k,升职空间大,"['3', '5']",4.0,"['12', '18']",13.5
深圳可点科技有限公司,sosobtc,50-150人,A轮,南山区,PHP研发工程师,5-10年,本科,15k-25k,"牛人交流,大小周,五险一金,带薪年假","['5', '10']",7.5,"['15', '25']",17.5
深圳门道网络科技有限公司,门道,15-50人,不需要融资,南山区,php开发工程师,3-5年,本科,10k-20k,开发元老,"['3', '5']",4.0,"['10', '20']",12.5
深圳市览网科技有限公司,览网,15-50人,天使轮,南山区,PHP开发工程师,3-5年,大专,13k-20k,股权,"['3', '5']",4.0,"['13', '20']",14.75
深圳市微开互联科技有限公司,微开,50-150人,A轮,龙岗区,PHP开发工程师,1-3年,大专,6k-10k,PHP,"['1', '3']",2.0,"['6', '10']",7.0
坤金聚宝（深圳）电子商务有限公司,坤金聚宝,150-500人,不需要融资,罗湖区,PHP工程师,3-5年,本科,15k-30k,"周末双休,专业培训,节日福利,带薪年假","['3', '5']",4.0,"['15', '30']",18.75
深圳市比粉科技有限公司,深圳市比粉科技有限公司,15-50人,不需要融资,龙岗区,PHP开发工程师,1-3年,大专,4k-6k,"五险一金,扁平管理,吃香喝辣,领导人好","['1', '3']",2.0,"['4', '6']",4.5
深圳二八云电子商务有限公司,28云,15-50人,A轮,宝安区,PHP开发工程师,1-3年,本科,8k-13k,公司气氛好，发展空间大，六险一金,"['1', '3']",2.0,"['8', '13']",9.25
深圳市九洲电器有限公司,深圳市九洲电器有限公司,150-500人,上市公司,南山区,高级PHP工程师,3-5年,本科,10k-20k,"双休,五险一金,电商","['3', '5']",4.0,"['10', '20']",12.5
深圳市明源云采购电子商务有限公司,明源云链,2000人以上,上市公司,南山区,技术合伙人(PHP),5-10年,本科,18k-30k,"牛人多,氛围赞","['5', '10']",7.5,"['18', '30']",21.0
深圳市麦谷科技有限公司,深圳市麦谷科技有限公司,50-150人,A轮,南山区,PHP高级开发工程师,5-10年,本科,15k-25k,"季度奖金,13薪","['5', '10']",7.5,"['15', '25']",17.5
深圳市中企工联保家电服务有限公司,中国联保,150-500人,A轮,龙岗区,PHP工程师,3-5年,大专,8k-15k,"周末双休,核心岗位","['3', '5']",4.0,"['8', '15']",9.75
深圳市明源云客电子商务有限公司,明源云,2000人以上,上市公司,南山区,PHP高级开发工程师,3-5年,本科,15k-25k,"精英团队,技术驱动,极客氛围,行业独角兽","['3', '5']",4.0,"['15', '25']",17.5
深圳市美蜜网络科技有限公司,美蜜动网,15-50人,天使轮,福田区,php开发工程师,1年以下,本科,8k-16k,"双休,弹性,美女,期权",['1'],1.0,"['8', '16']",10.0
深圳市前海汇流信息科技有限公司,前海汇流,50-150人,A轮,南山区,PHP,1-3年,本科,10k-20k,"高薪假多,土豪奖金,周末双休,帅哥美女多","['1', '3']",2.0,"['10', '20']",12.5
深圳小多科技有限公司,小多游戏,15-50人,未融资,南山区,PHP工程师,不限,大专,10k-15k,团队氛围好,[],0.0,"['10', '15']",11.25
深圳市前海富甲金融信息有限公司,富甲金融,50-150人,A轮,南山区,PHP,1-3年,本科,8k-16k,待遇好、氛围很赞，公司前景非常不错,"['1', '3']",2.0,"['8', '16']",10.0
深圳市龙火科技有限公司,龙火科技,50-150人,未融资,宝安区,PHP开发工程师,1-3年,大专,8k-15k,"五险一金,双休,项目奖金,事少","['1', '3']",2.0,"['8', '15']",9.75
深圳报业集团电子商务有限公司,深圳报业电商,150-500人,未融资,福田区,PHP开发工程师,3-5年,本科,6k-10k,良好发展前景,"['3', '5']",4.0,"['6', '10']",7.0
深圳市三只小熊科技有限公司,未来游戏,150-500人,不需要融资,南山区,高级PHP开发工程师,5-10年,本科,15k-30k,"年底分红,项目奖金,年度旅游,年度体检","['5', '10']",7.5,"['15', '30']",18.75
深圳市电陶思创科技有限公司,深智云,50-150人,A轮,宝安区,高级PHP开发工程师,3-5年,本科,15k-20k,"大牛多,技术氛围好,项目前景广,老板重视","['3', '5']",4.0,"['15', '20']",16.25
深圳市奥讯互娱科技有限公司,奥讯互娱,15-50人,不需要融资,南山区,PHP开发工程师,3-5年,大专,10k-15k,后端,"['3', '5']",4.0,"['10', '15']",11.25
深圳市酷鱼互动科技有限公司,酷鱼互动,15-50人,未融资,龙岗区,php开发工程师,1-3年,本科,10k-15k,"创新型企业,年轻团队,互联网行业,前景好","['1', '3']",2.0,"['10', '15']",11.25
马蹄（深圳）科技有限公司,马蹄室内设计网,50-150人,未融资,福田区,PHP程序员,1-3年,大专,8K-12K,广阔发展平台，社保，双休，加班餐等,"['1', '3']",2.0,"['8', '12']",9.0
深圳市圣火传媒有限公司,圣火传媒,50-150人,未融资,南山区,PHP开发工程师,1-3年,大专,8k-15k,"自有项目,晋升空间大,双休节假日","['1', '3']",2.0,"['8', '15']",9.75
深圳市蓝思网络技术有限公司,蓝思网络,500-2000人,不需要融资,龙岗区,PHP开发工程师,3-5年,大专,8k-15k,"企业实力强,行业前景好,职业发展好,领导好","['3', '5']",4.0,"['8', '15']",9.75
深圳市长鑫盛通科技有限公司,长鑫盛通,15-50人,未融资,福田区,PHP中级程序员,1-3年,大专,6k-9k,高薪资，广阔的晋升空间,"['1', '3']",2.0,"['6', '9']",6.75
深圳市明源云客电子商务有限公司,明源云,2000人以上,上市公司,南山区,高级PHP开发工程师,3-5年,本科,15k-25k,"团队大牛多,专业培训,工作氛围好,福利待","['3', '5']",4.0,"['15', '25']",17.5
深圳市艺界都市网络科技有限公司,艺界都市网络有限公司,15-50人,未融资,宝安区,PHP程序员,1-3年,大专,6k-10k,可以获得公司股权，项目奖金，五险一金,"['1', '3']",2.0,"['6', '10']",7.0
深圳市麦谷科技有限公司,深圳市麦谷科技有限公司,50-150人,A轮,南山区,PHP开发工程师,3-5年,本科,10k-15k,季度奖金,"['3', '5']",4.0,"['10', '15']",11.25
深圳市彭珠贸易有限公司,彭珠贸易,500-2000人,不需要融资,宝安区,PHP工程师-工作地点：泰国曼谷,3-5年,大专,14k-20k,"税后13薪,绩效奖金,双休,出国","['3', '5']",4.0,"['14', '20']",15.5
深圳市打打族网络科技有限公司,打打族,少于15人,不需要融资,福田区,PHP程序员,1-3年,不限,8k-10k,"年轻团队,自由互助,氛围好,五险一金","['1', '3']",2.0,"['8', '10']",8.5
深圳瓶子科技有限公司,瓶子科技,50-150人,不需要融资,,php,3-5年,本科,15K-25K,福利好、待遇优,"['3', '5']",4.0,"['15', '25']",17.5
深圳华人网络科技有限公司,华人网络,50-150人,未融资,龙岗区,PHP,1-3年,大专,10k-15k,五天八小时、高薪聘请、弹性工作、购买社保,"['1', '3']",2.0,"['10', '15']",11.25
深圳市田丁互联网科技有限公司,田丁科技,50-150人,不需要融资,南山区,PHP开发工程师（中高级）,3-5年,本科,13k-18k,"大平台,集团公司,社区O2O","['3', '5']",4.0,"['13', '18']",14.25
深圳共筑网络科技有限公司,共筑网科,15-50人,A轮,南山区,PHP开发工程师,1-3年,本科,8k-12k,"固定双休,五险一金,扁平化管理,年终奖金","['1', '3']",2.0,"['8', '12']",9.0
深圳市诚全科技有限公司,诚全科技,15-50人,C轮,罗湖区,PHP开发工程师,1-3年,不限,6K-12K,"周末单休,工作8小时，包住。","['1', '3']",2.0,"['6', '12']",7.5
武汉市哈哈便利科技有限公司,哈哈零兽,50-150人,A轮,南山区,高级PHP软件开发工程师,3-5年,大专,20k-30k,"新零售,晋升空间大,BAT团队,人工智能","['3', '5']",4.0,"['20', '30']",22.5
深圳市买买提信息科技有限公司,买买提信息科技,150-500人,不需要融资,福田区,PHP开发工程师,3-5年,大专,10k-15k,"氛围好,环境佳,福利好,晋升空间大","['3', '5']",4.0,"['10', '15']",11.25
深圳市蛋壳创意科技有限公司,蛋壳创意科技,50-150人,未融资,龙岗区,PHP开发工程师-高级,3-5年,大专,8k-10k,"地铁周边,年轻团队,下午茶,季度提薪","['3', '5']",4.0,"['8', '10']",8.5
深圳市点滴互联网络有限公司,点嘀互联,50-150人,A轮,龙岗区,PHP开发工程师(高薪聘请）,1-3年,大专,8k-16k,弹性工作，年终奖，股票期权，不定期旅游,"['1', '3']",2.0,"['8', '16']",10.0
深圳易加油信息科技有限公司,易加油,50-150人,B轮,南山区,高级PHP开发工程师,3-5年,本科,10k-15k,"优秀团队,高增长,成长空间大","['3', '5']",4.0,"['10', '15']",11.25
深圳新丝软件有限公司,深圳新丝软件有限公司,少于15人,未融资,南山区,PHP工程师,1-3年,大专,8k-10k,"试用期短,周末双休","['1', '3']",2.0,"['8', '10']",8.5
深圳市西禾网络科技有限公司,西禾网络,少于15人,未融资,南山区,PHP高级工程师,3-5年,大专,12k-24k,PHP,"['3', '5']",4.0,"['12', '24']",15.0
深圳市生活宝网络有限公司,深圳市生活网网络有限公司,15-50人,B轮,宝安区,PHP高级开发工程师,1-3年,大专,14K-16K,"发展空间大,团队完善,氛围轻松,薪资福利佳","['1', '3']",2.0,"['14', '16']",14.5
江苏物润船联网络股份有限公司,江苏物润船联,50-150人,上市公司,宝安区,php工程师,3-5年,不限,8k-15k,"五险一金,项目奖励,领导好,绩效奖金","['3', '5']",4.0,"['8', '15']",9.75
